coach,   54,7, 79,7, 87,7, 95,16, 98,20, 105,20, 123,20, 125,21
coastg, 56,15, 56,53
comet, 73,45, 12,12, 2,2, 6,6, 4,4, 46,46, 53,53
copcarla, 0,1
copcarsf, 0,1
copcarvg, 0,1
copcarru, 0,1
cropdust, 17,39, 15,123, 32,112, 45,88, 52,71, 57,67, 61,96, 96,96
dft30, 1,1
dinghy, 56,15, 56,53
dodo, 51,1, 58,8, 60,1, 68,8, 2,1, 13,8, 22,1, 36,8
dozer, 1,1
dumper, 1,1
duneride, 91,38, 115,43, 85,6, 79,7, 78,8, 77,18, 79,18, 86,24
elegant, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
elegy, 36,1, 35,1, 17,1, 11,1, 116,1, 113,1, 101,1, 92,1
emperor, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
enforcer, 0,1
esperant, 45,75, 47,76, 33,75, 13,76, 54,75, 69,76, 59,75, 87,76
euros, 36,1, 40,1, 43,1, 53,1, 72,1, 75,1, 95,1, 101,1
faggio, 12,12, 13,13, 14,14, 1,2, 2,1, 1,3, 3,1, 10,10
fbiranch, 0,0
fcr900, 74,74, 75,13, 87,118, 92,3, 115,118, 25,118, 36,0, 118,118
feltzer, 73,1, 74,1, 75,1, 77,1, 79,1, 83,1, 84,1, 91,1
firela, 3,1
firetruk, 3,1
flash, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
flatbed, 84,15, 84,58, 84,31, 32,74, 43,31, 1,31, 77,31, 32,74
forklift, 110,1, 111,1, 112,1, 114,1, 119,1, 122,1, 4,1, 13,1
fortune, 2,39, 9,39, 17,1, 21,1, 33,0, 37,0, 41,29, 56,29
freeway, 79,79, 84,84, 7,7, 11,11, 19,19, 22,22, 36,36, 53,53
freight, 1,1
glendale, 67,76, 68,76, 78,76, 2,76, 16,76, 18,76, 25,76, 45,88
glenshit, 67,76, 68,76, 78,76, 2,76, 16,76, 18,76, 25,76, 45,88
greenwoo, 30,26, 77,26, 81,27, 24,55, 28,56, 49,59, 52,69, 71,107
hermes, 97,1, 81,1, 105,1, 110,1, 91,1, 74,1, 84,1, 83,1
hotdog, 1,1
hotknife, 1,1, 12,12, 2,2, 6,6, 4,4, 46,46, 53,53
hotrina, 7,94, 36,88, 51,75, 53,75 ,58,67, 75,67, 75,61, 79,62
hotrinb, 83,66, 87,74, 87,75, 98,83, 101,100, 103,101, 117,116, 123,36
hotring, 36,117, 36,13, 42,30, 42,33, 54,36, 75,79, 92,101, 98,109
hunter, 43,0
huntley, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
hustler, 50,1, 47,1, 44,96, 40,96, 39,1, 30,1, 28,96, 9,96
infernus, 12,1, 64,1, 123,1, 116,1, 112,1, 106,1, 80,1, 75,1
intruder, 62,37, 78,38, 2,62, 3,87, 2,78, 113,78, 119,62, 7,78
jester, 51,1, 58,8, 60,1, 68,8, 2,1, 13,8, 22,1, 36,8
jetmax, 36,13
journey, 1,1
kart, 2,35, 36,2, 51,53, 91,2, 11,22, 40,35
landstal, 4,1, 123,1, 113,1, 101,1, 75,1, 62,1, 40,1, 36,1
launch, 112,20
linerun, 36,1, 37,1, 30,1, 28,1, 25,1, 40,1, 101,1, 113,1
quad, 120,117, 103,111, 120,114, 74,91, 120,112, 74,83, 120,113, 66,71
majestic, 37,36, 36,36, 40,36, 43,41, 47,41, 51,72, 54,75, 55,84
mtbike, 43,43, 46,46, 39,39, 28,28, 16,16, 6,6, 5,5, 2,2
manana, 4,1, 9,1, 10,1, 25,1, 36,1, 40,1, 45,1, 84,1
marquis, 12,35, 50,32, 40,26, 66,36
maverick, 26,14, 29,42, 26,57, 54,29, 26,3, 3,29, 12,39, 74,35
merit, 67,1, 72,1, 75,1, 83,1, 91,1, 101,1, 109,1, 20,1
mesa, 75,84, 40,84, 40,110, 28,119, 25,119, 21,119, 13,119, 4,119
monster, 32,36, 32,42, 32,53, 32,66, 32,14, 32,32
monstera, 1,1
monsterb, 1,1
moonbeam, 119,119, 117,227, 114,114, 108,108, 95,95, 81,81, 61,61, 41,41
mower, 94,1, 101,1, 116,1, 117,1, 4,1, 25,1, 30,1, 37,1
mrwhoop, 1,16, 1,56, 1,17, 1,53, 1,5, 1,35
mule, 25,1, 28,1, 43,1, 67,1, 72,1, 9,1, 95,1, 24,1
nebula, 116,1, 119,1, 122,1, 4,1, 9,1, 24,1, 27,1, 36,1
nevada, 38,9, 55,23, 61,74, 71,87, 91,87, 98,114, 102,119, 111,3
newsvan, 41,10, 41,20, 49,11, 56,123, 110,113, 112,116, 114,118, 119,101
nrg500, 3,3, 3,8, 6,25, 7,79, 8,82, 36,105, 39,106, 51,118
oceanic, 51,1, 58,8, 60,1, 68,8, 2,1, 13,8, 22,1, 36,8
packer, 4,1, 20,1, 24,1, 25,1, 36,1, 40,1, 54,1, 84,1
patriot, 43,0
pcj600, 36,1, 37,1, 43,1, 53,1, 61,1, 75,1, 79,1, 88,1
peren, 113,39, 119,50, 123,92, 109,100, 101,101, 95,105, 83,110, 66,25
petro, 10,1, 25,1, 28,1, 36,1, 40,1, 54,1, 75,1, 113,1
petrotr, 1,1
phoenix, 58,1, 69,1, 75,77, 18,1, 32,1, 45,45, 13,1, 34,1
picador, 81,8, 32,8, 43,8, 67,8, 11,11, 8,90, 2,2, 83,13
pizzaboy,3,6
polmav, 0,1
pony, 87,1, 88,1, 91,1, 105,1, 109,1, 119,1, 4,1, 25,1
predator, 46,26
premier, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
previon, 83,1, 87,1, 92,1, 95,1, 109,1, 119,45, 11,1,
primo, 122,1, 123,1, 125,1, 10,1, 24,1, 37,1, 55,1, 66,1
raindanc, 1,6
rancher, 13,118, 14,123, 120,123, 112,120, 84,110, 76,102
rcbandit, 2,96, 79,42, 82,54, 67,86, 126,96, 70,96, 110,54, 67,98
rcbaron, 14,75
rcraider, 14,75
rcgoblin, 14,75
rdtrain, 13,76, 24,77, 63,78, 42,76, 54,77, 39,78, 11,76, 62,77
reefer, 56,56
regina, 27,36, 59,36, 60,35, 55,41, 54,31, 49,23, 45,32, 40,29
remingtn, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
rhino, 43,0
rnchlure, 13,118, 14,123, 120,123, 112,120, 84,110, 76,102
romero, 0,0, 11,105, 25,109, 36,0, 40,36, 75,36, 0,36, 0,109
rumpo, 34,34, 32,32, 20,20, 110,110, 66,66, 84,84, 118,118, 121,121
rustler, 6,7, 7,6, 1,6, 89,91, 119,117, 103,102, 77,87, 71,77
sabre, 2,39, 9,39, 17,1, 21,1, 33,0, 37,0, 41,29, 56,29
sadler, 76,8, 32,8, 43,8, 67,8, 11,11, 8,90, 2,2, 83,13
sadlshit, 61,8, 32,8, 43,8, 67,8, 11,11, 8,90, 2,2, 83,13
sanchez, 6,6, 46,46, 53,53, 3,3
sandking, 123,124, 119,122, 118,117, 116,115, 114,108, 101,106, 88,99, 5,6
savanna, 97,96, 88,64, 90,96, 93,64, 97,96, 99,81, 102,114, 114,1
seaspar, 75,2
securica, 4,75
sentinel, 11,1, 24,1, 36,1, 40,1, 75,1, 91,1, 123,1, 4,1
shamal, 1,1
streak, 1,1
streakc, 1,1
skimmer, 1,3, 1,9, 1,18, 1,30, 17,23, 46,23, 46,32, 57,34
slamvan, 3,1, 28,1, 31,1, 55,1, 66,1 97,1, 123,1, 118,1
solair, 91,1, 101,1, 109,1, 113,1, 4,1, 25,1, 30,1, 36,1
sparrow, 1,3
speeder, 1,3, 1,5, 1,16, 1,22, 1,35, 1,44, 1,53, 1,57
stafford, 92,92, 81,81, 67,67, 66,66, 61,61, 53,53, 51,51, 47,47, 43,43
stallion, 57,8, 8,17, 43,21, 54,38, 67,8, 37,78, 65,79, 25,78
stratum, 57,8, 8,17, 43,21, 54,38, 67,8, 37,78, 65,79, 25,78
stretch, 1,1
stunt, 38,51, 21,36, 21,34, 30,34, 54,34, 55,20, 48,18, 51,6
sultan, 52,39, 9,39, 17,1, 21,1, 33,0, 37,0, 41,29, 56,29
sunrise, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
supergt, 3,3, 6,6, 7,7, 52,52, 76,76
swatvan, 1,1
sweeper, 26,26
tahoma, 109,1, 30,8, 95,1, 84,8, 83,1, 72,8, 71,1, 52,8
tampa, 74,39, 72,39, 75,39, 79,39, 83,36, 84,36, 89,35, 91,35
taxi, 6,1
topfun, 26,26, 28,28, 44,44, 51,51, 57,57, 72,72, 106,106, 112,112
tornado, 67,1, 68,96, 72,1, 74,8, 75,96, 76,8, 79,1, 84,96
towtruck, 1,1, 17,20, 18,20, 22,30, 36,43, 44,51, 52,54
tractor, 2,35, 36,2, 51,53, 91,2, 11,22, 40,35
tram, 1,74
trash, 26,26
tropic, 26,26
tug, 1,1
tugstair, 1,1
turismo, 123,123, 125,125, 36,36, 16,16, 18,18, 46,46, 61,61, 75,75
uranus, 112,1, 116,1, 117,1, 24,1, 30,1, 35,1, 36,1, 40,1
utility, 56,56, 49,49, 26,124
vcnmav, 2,26, 2,29
vincent, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
virgo, 40,65, 71,72, 52,66, 64,72, 30,72, 60,72
voodoo, 9,1, 10,8, 11,1, 25,8, 27,1, 29,8, 30,1, 37,8
vortex, 96,67, 86,70, 79,74, 70,86, 61,98, 75,75, 75,91
walton, 72,1, 66,1, 59,1, 45,1, 40,1, 39,1, 35,1, 20,1
washing, 4,1, 13,1, 25,1, 30,1, 36,1, 40,1, 75,1, 95,1
wayfarer, 119,1, 122,1, 8,1, 10,1, 13,1, 25,1, 27,1, 32,1
willard, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
windsor, 51,1, 58,1, 60,1, 68,1, 2,1, 13,1, 22,1, 36,1
yankee, 84,63, 91,63, 102,65, 105,72, 110,93, 121,93, 12,95, 23,1
yosemite, 53,32, 15,32, 45,32, 34,30, 65,32, 14,32, 12,32, 43,32
zr350, 92,1, 94,1, 101,1, 121,1, 0,1, 22,1, 36,1, 75,1  



##LCS
lcsambulan, 1,3
lcsbanshee, 12,12, 13,13, 14,14, 1,2, 2,1, 1,3, 3,1, 10,10
LCSdiablos, 0,0
lcsmafiab, 0,0
lcsmafia, 0,0
lcsbus, 91,91, 61,61, 52,52, 51,51, 45,45, 25,25, 84,84
lcslandstal, 23,36, 31,36, 33,36, 41,36, 44,36, 63,36, 84,36, 91,36
lcsinfernus, 60,58, 4,74, 6,75, 58,73, 0,74, 93,75, 89,73, 13,74
lcsghost, 0,2
lcsdeimos, 60,58, 4,74, 6,75, 58,73, 0,74, 93,75, 89,73, 13,74
lc_bobcat, 231,231, 241,241, 221,221, 211,211, 234,234, 243,243, 136,136
LCSbus2, 1,10, 1,15, 1,17, 1,61, 10,71, 16,31, 19,41, 24,36
LCSborgnine, 3,73
LCSrumpo, 206,206, 192,192, 1,1, 194,194, 218,218, 236,236, 233,233, 224,224
LCSkuruma, 45,36, 60,36, 64,36, 67,36, 75,75, 81,81, 17,17, 16,16
LCSesperant, 41,41, 35,35, 31,31, 28,28, 17,17, 89,89, 84,84, 77,77
LCSperen, 18,95, 37,37, 55,95, 58,95, 23,23, 47,95, 66,66, 31,95
LCSmanana, 44,36, 69,69, 28,36, 17,36, 30,36, 36,35, 13,36, 35,35
LCSbfinject, 6,3, 3,2, 4,1, 1,6, 36,1, 3,6
LCSmrwhoop, 14,53, 15,39, 1,49, 1,20, 1,7
LCSmrwongs, 25,1, 28,1, 43,1, 67,1, 72,1, 9,1, 95,1, 24,1
LCSidaho, 9,75, 13,77, 33,49, 35,50, 37,35, 52,38, 61,36
LCShotrod, 0,7
LCSbarracks 37,37
LCSforelli_car, 56,56, 
LCSenforcer, 0,1
LCStrash, 26,26
LCSflatbed, 114,1, 1,1 35,1
LCStaxi, 6,8, 6,6, 6,0
LCSstallion, 53,1, 58,0, 61,13, 66,46, 72,0, 75,1, 83,0, 84,1
LCSpatriot, 70,90, 99,90, 98,76, 100,77, 0,61
LCScopcarlc, 0,1
LCSCABBIE, 6,76
LCSpanlant, 76,11, 90,25, 92,25, 8,25, 11,11, 15,36, 25,25, 30,25
LCSSECURICA, 4,75
LCSfbicar, 36,36
lc_phobos, 4,4, 17,17, 36,36, 37,37, 50,50, 57,57, 71,71
lcs_hellenbach, 62,67, 65,69, 66,64, 65,65, 54,66, 57,67, 51,68, 36,36
lcs_pony, 1,36, 90,36, 98,98, 91,36, 23,23, 64,36, 20,36, 57,36
lc_moonbeam, 55,55, 48,48, 44,44, 40,40, 37,37, 35,35, 30,30, 24,24
lc_cheetah, 1,77, 0,77, 12,77, 74,77, 68,77, 61,77, 44,77
#lcs_angel, 14,75
lcs_pcj600, 3,70, 24,70, 35,0, 38,77, 96,1, 12,77, 41,0, 14,61
lcs_rcbandit, 17,0, 28,0, 38,0, 46,0, 41,0, 57,0, 67,0, 64,0, 54,0
lcs_firetruk, 3,1
LCS_freeway, 1,1, 3,3, 6,6, 11,11, 16,16, 25,25, 31,31, 37,37, 
lc_rhino, 43,0
lc_polmav, 116,1
LCStoyz, 8,75
LCSbickle, 3,73
LCSmule, 208,135, 218,251, 228,141, 238,141, 131,135, 8,251, 1,141
#LCSavenger, 1,1, 3,3, 6,6, 11,11, 16,16, 25,25, 31,31, 37,37, 
LCShearse, 83,75
LCSballot, 1,28, 1,1
LCStriadvan, 8,75
LCSyardie, 11,75
LCSpredator, 2,1
######################################### CC VEHICLES ###############################################################################
cc_ambulan, 54,7
cc_annihilator,   36,25
cc_barracks 36,36
cc_blistag, 3,3, 36,36, 53,53, 62,62, 7,7, 10,10, 45,45, 1,1
cc_bolter, 13,13, 14,14, 120,120, 112,112, 84,84, 76,76
cc_boxville, 11,123, 13,120, 20,117, 24,112, 27,107, 36,105, 37,107, 43,93
cc_buffalo, 36,3, 13,13, 6,0, 46,46, 1,0, 90,90, 3,0, 53,7
cc_bus, 79,60, 43,15, 28,50, 114,29, 123,99
cc_ccnmav, 0,26
cc_ccpdvan, 0,1
cc_clover, 13,118, 24,118, 31,93, 32,92, 45,92, 113,92, 119,113, 122,113
cc_copbike, 0,1
cc_copcarcc, 0,1
cc_dinterc, 8,8
cc_emperor, 37,42, 42,15, 53,7, 62,11, 7,53, 10,15, 11,62, 15,42
cc_enforcer, 0,1
cc_fbicar, 0,0
cc_hauler, 10,1, 43,36, 37,46, 1,45, 40,1, 1,59, 59,1, 113,36
cc_landstal, 62,1, 100,1, 8,1, 51,1, 84,1, 53,1, 123,1, 89,1
cc_mthreesome, 36,8
cc_patriot 36,36
cc_polarm, 0,1
cc_premier, 30,26, 77,26, 81,27, 24,55, 28,56, 49,59, 52,69, 71,107
cc_prisonbus, 28,28
cc_python, 14,0, 53,14, 0,0, 36,36, 3,14, 14,3, 6,14, 44,14
cc_reagan, 9,1, 10,8, 11,1, 25,8, 61,1, 29,8, 30,1, 51,8
cc_rhino, 36,36
cc_rumpo, 1,1, 64,48, 52,25, 41,64, 71,71, 41,48, 10,52, 25,10
cc_savanna, 97,96, 88,64, 90,96, 93,64, 97,96, 99,81, 102,114, 114,1
cc_securica, 53,53
cc_speedo, 41,41, 48,48, 52,52, 64,64, 71,71, 1,1, 10,10, 25,25
cc_tampa, 77,51, 51,77, 74,77, 77,74, 79,77, 77,79, 74,74, 77,77
cc_threesome, 25,8, 4,8, 0,8, 32,0, 100,0, 123,0, 40,9, 65,0
#cc_trainf, 34,1
cc_trash, 15,15
cc_tuff, 1,7, 1,3, 1,6, 1,16, 3,3, 1,93, 6,6, 1,2
cc_vanderlind, 27,36, 59,36, 60,35, 55,41, 54,31, 49,23, 45,32, 40,29
cc_voodoo, 9,28, 10,24, 11,1, 25,8, 27,51, 29,32, 30,107, 37,118
cc_whistle, 86,86, 84,84, 42,42, 13,13, 20,20, 65,65
cc_tailgater, 84,63, 91,63, 102,65, 105,72, 110,93, 121,93, 12,95, 23,1
cc_yankee, 84,63, 91,63, 102,65, 105,72, 110,93, 121,93, 12,95, 23,1
######################################### CM VEHICLES ###############################################################################
cm_admiral, 34,34, 35,35, 37,37, 39,39, 41,41, 43,43, 45,45, 47,47
cm_ambulan, 1,86
cm_armymav, 43,0
cm_bhburrito, 1,37
cm_blista, 24,72, 34,73, 44,74, 54,75, 64,72, 57,73, 48,74, 26,75
cm_bloodh, 37,36
cm_burrito, 41,41, 48,48, 52,52, 64,64, 71,71, 85,85, 10,10, 62,62
cm_cabbie, 6,6
cm_copcarcm, 0,1
cm_cmnmav, 0,26
cm_enforcer, 86,1
cm_fbicar, 0,0
cm_firetruk, 3,1
cm_greenwoo, 16,113, 70,119, 4,36, 84,104, 28,56, 49,59, 12,13, 71,107
cm_kuruma, 74,74, 123,123, 125,125, 10,10, 24,24, 37,37, 55,55, 66,66
cm_militia_enf, 24,24
cm_mule, 37,37, 110,110, 83,83, 119,119, 72,72, 91,91, 66,66, 84,84
cm_mule2, 37,37, 110,110, 83,83, 119,119, 72,72, 91,91, 66,66, 84,84
cm_polmav, 86,1
cm_predator, 16,1, 36,1
cm_reefer, 56,56
cm_rhino, 37,37
cm_stanier, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
cm_stinger, 5,5, 6,6, 10,10, 35,35, 33,33, 8,8, 2,2, 3,3
cm_taxi, 6,6
cm_trash, 26,26
cm_voodoo, 2,20, 10,8, 11,1, 25,8, 9,1, 93,28, 86,4, 37,9
######################################### BW VEHICLES ###############################################################################
bw_airmax, 51,1, 58,8, 60,1, 68,8, 2,1, 13,8, 22,1, 36,8
bw_ambulan, 1,3
bw_bus, 6,6
bw_boxville, 14,14
bw_bwnmav, 101,26
bw_cabbie, 6,76
bw_copbike, 0,1
bw_copcarbw, 0,1
bw_delegate, 34,34, 35,35, 37,37, 39,39, 41,41, 43,43, 45,45, 47,47
bw_domestic, 71,71, 81,81, 55,55
bw_faggio, 30,30, 61,61, 6,6, 46,46, 2,2, 3,3, 36,36, 10,10
bw_firetruk, 3,1
bw_kart, 260,261, 263,262, 1,260, 261,262, 262,261, 261,263, 262,263
bw_mower, 31,6, 101,1, 116,1, 117,1, 4,1, 25,1, 30,1, 37,1
bw_racer, 30,30, 61,61, 6,6, 46,46, 2,2, 3,3, 36,36, 10,10
#bw_reagan, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
#bw_regina, 27,36, 59,36, 60,35, 55,41, 54,31, 49,23, 45,32, 40,29
bw_retro 0,0
bw_stallion, 25,25
bw_stanier, 37,37, 42,42, 53,53, 62,62, 7,7, 10,10, 11,11, 15,15
bw_stepfather, 11,1, 24,1, 36,1, 40,1, 75,1, 91,1, 123,1, 4,1
bw_taxi, 6,1
bw_vaquero, 13,118, 14,123, 120,123, 112,120, 84,110, 76,102
bw_yankeea, 91,63, 102,65, 105,72, 110,93, 12,95, 23,1
bw_yankeeb, 91,63, 102,65, 105,72, 110,93, 12,95, 23,1
bw_forklift, 6,6, 1,1
bw_dozer, 6,6, 1,1
######################################### CUSTOM VEHICLES ###############################################################################
ss_doce, 2,39, 9,39, 17,1, 21,1, 33,0, 37,0, 41,29, 56,29
######################################### VC VEHICLES ###############################################################################
vc_aamb, 1,3
vc_admiral, 34,34, 35,35, 37,37, 39,39, 41,41, 43,43, 45,45, 47,47
vc_ambulan, 1,3
vc_armadillo, 164,163
#vc_angel, 14,75
vc_at400_1, 0,0
vc_at400_2, 0,0
vc_at400_3, 0,0
vc_at400_4, 0,0
#vc_atv600, 86,1, 16,1, 3,1, 3,3, 6,6, 103,1
