processed
6054.0 9454.0 0.0 0.00000 0.00000 0.00000 0.00000    6054.0 9976.0 0.0 0.00000 0.00000 0.00000 0.00000    5914.0 9454.0 0.0 0.00000 0.00000 0.00000 0.00000    5914.0 9976.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1722.0 6916.0 0.0 0.00000 0.00000 0.00000 0.00000    -1722.0 7490.0 0.0 0.00000 0.00000 0.00000 0.00000    -2162.0 6916.0 0.0 0.00000 0.00000 0.00000 0.00000    -2162.0 7490.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1722.0 6680.0 0.0 0.00000 0.00000 0.00000 0.00000    -1722.0 6916.0 0.0 0.00000 0.00000 0.00000 0.00000    -1880.0 6680.0 0.0 0.00000 0.00000 0.00000 0.00000    -1880.0 6916.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1634.0 6484.0 0.0 0.00000 0.00000 0.00000 0.00000    -1634.0 6916.0 0.0 0.00000 0.00000 0.00000 0.00000    -1722.0 6484.0 0.0 0.00000 0.00000 0.00000 0.00000    -1722.0 6916.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1722.0 6638.0 0.0 0.00000 0.00000 0.00000 0.00000    -1722.0 6680.0 0.0 0.00000 0.00000 0.00000 0.00000    -1758.0 6638.0 0.0 0.00000 0.00000 0.00000 0.00000    -1758.0 6680.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1536.0 6132.0 0.0 0.00000 0.00000 0.00000 0.00000    -1536.0 6660.0 0.0 0.00000 0.00000 0.00000 0.00000    -1634.0 6132.0 0.0 0.00000 0.00000 0.00000 0.00000    -1634.0 6660.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1102.0 6096.0 0.0 0.00000 0.00000 0.00000 0.00000    -1102.0 6350.0 0.0 0.00000 0.00000 0.00000 0.00000    -1536.0 6096.0 0.0 0.00000 0.00000 0.00000 0.00000    -1536.0 6350.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1360.0 -1826.0 0.0 0.00000 0.00000 0.00000 0.00000    -1360.0 -1642.0 0.0 0.00000 0.00000 0.00000 0.00000    -1584.0 -1826.0 0.0 0.00000 0.00000 0.00000 0.00000    -1584.0 -1642.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2832.0 354.0 0.0 0.00000 0.00000 0.00000 0.00000    -2832.0 2942.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 354.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 2942.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2704.0 1296.0 0.0 0.00000 0.00000 0.00000 0.00000    -2704.0 2192.0 0.0 0.00000 0.00000 0.00000 0.00000    -2832.0 1296.0 0.0 0.00000 0.00000 0.00000 0.00000    -2832.0 2192.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2240.0 1360.0 0.0 0.00000 0.00000 0.00000 0.00000    -2240.0 2224.0 0.0 0.00000 0.00000 0.00000 0.00000    -2704.0 1360.0 0.0 0.00000 0.00000 0.00000 0.00000    -2704.0 2224.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2000.0 1432.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 2224.0 0.0 0.00000 0.00000 0.00000 0.00000    -2240.0 1432.0 0.0 0.00000 0.00000 0.00000 0.00000    -2240.0 2224.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2000.0 1312.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 1432.0 0.0 0.00000 0.00000 0.00000 0.00000    -2064.0 1312.0 0.0 0.00000 0.00000 0.00000 0.00000    -2064.0 1432.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1712.0 1392.0 0.0 0.00000 0.00000 0.00000 0.00000    -1712.0 1792.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 1392.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 1792.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1724.0 1792.0 0.0 0.00000 0.00000 0.00000 0.00000    -1724.0 2016.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 1792.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 2016.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1836.0 2016.0 0.0 0.00000 0.00000 0.00000 0.00000    -1836.0 2176.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 2016.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 2176.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1920.0 2176.0 0.0 0.00000 0.00000 0.00000 0.00000    -1920.0 2224.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 2176.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 2224.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2000.0 2224.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 2432.0 0.0 0.00000 0.00000 0.00000 0.00000    -2208.0 2224.0 0.0 0.00000 0.00000 0.00000 0.00000    -2208.0 2432.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2000.0 2432.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 2576.0 0.0 0.00000 0.00000 0.00000 0.00000    -2208.0 2432.0 0.0 0.00000 0.00000 0.00000 0.00000    -2208.0 2576.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2208.0 2448.0 0.0 0.00000 0.00000 0.00000 0.00000    -2208.0 2576.0 0.0 0.00000 0.00000 0.00000 0.00000    -2352.0 2448.0 0.0 0.00000 0.00000 0.00000 0.00000    -2352.0 2576.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2208.0 2344.0 0.0 0.00000 0.00000 0.00000 0.00000    -2208.0 2448.0 0.0 0.00000 0.00000 0.00000 0.00000    -2312.0 2344.0 0.0 0.00000 0.00000 0.00000 0.00000    -2312.0 2448.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1600.0 1360.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 1792.0 0.0 0.00000 0.00000 0.00000 0.00000    -1712.0 1360.0 0.0 0.00000 0.00000 0.00000 0.00000    -1712.0 1792.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1600.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 1360.0 0.0 0.00000 0.00000 0.00000 0.00000    -1664.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -1664.0 1360.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1440.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -1440.0 1696.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 1696.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1488.0 1696.0 0.0 0.00000 0.00000 0.00000 0.00000    -1488.0 1744.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 1696.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 1744.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1232.0 1440.0 0.0 0.00000 0.00000 0.00000 0.00000    -1232.0 1696.0 0.0 0.00000 0.00000 0.00000 0.00000    -1440.0 1440.0 0.0 0.00000 0.00000 0.00000 0.00000    -1440.0 1696.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1136.0 1440.0 0.0 0.00000 0.00000 0.00000 0.00000    -1136.0 1616.0 0.0 0.00000 0.00000 0.00000 0.00000    -1232.0 1440.0 0.0 0.00000 0.00000 0.00000 0.00000    -1232.0 1616.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1136.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -1136.0 1440.0 0.0 0.00000 0.00000 0.00000 0.00000    -1440.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -1440.0 1440.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1104.0 1248.0 0.0 0.00000 0.00000 0.00000 0.00000    -1104.0 1424.0 0.0 0.00000 0.00000 0.00000 0.00000    -1136.0 1248.0 0.0 0.00000 0.00000 0.00000 0.00000    -1136.0 1424.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1104.0 1104.0 0.0 0.00000 0.00000 0.00000 0.00000    -1104.0 1248.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 1104.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 1248.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1136.0 1248.0 0.0 0.00000 0.00000 0.00000 0.00000    -1136.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 1248.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1520.0 1200.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 1200.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 1280.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-932.0 944.0 0.0 0.00000 0.00000 0.00000 0.00000    -932.0 1136.0 0.0 0.00000 0.00000 0.00000 0.00000    -1104.0 944.0 0.0 0.00000 0.00000 0.00000 0.00000    -1104.0 1136.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1104.0 944.0 0.0 0.00000 0.00000 0.00000 0.00000    -1104.0 1104.0 0.0 0.00000 0.00000 0.00000 0.00000    -1424.0 944.0 0.0 0.00000 0.00000 0.00000 0.00000    -1424.0 1104.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1424.0 1008.0 0.0 0.00000 0.00000 0.00000 0.00000    -1424.0 1104.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 1008.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 1104.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-896.0 784.0 0.0 0.00000 0.00000 0.00000 0.00000    -896.0 944.0 0.0 0.00000 0.00000 0.00000 0.00000    -1424.0 784.0 0.0 0.00000 0.00000 0.00000 0.00000    -1424.0 944.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-896.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000    -896.0 784.0 0.0 0.00000 0.00000 0.00000 0.00000    -1488.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000    -1488.0 784.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1488.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000    -1488.0 672.0 0.0 0.00000 0.00000 0.00000 0.00000    -1536.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000    -1536.0 672.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-768.0 208.0 0.0 0.00000 0.00000 0.00000 0.00000    -768.0 732.0 0.0 0.00000 0.00000 0.00000 0.00000    -896.0 208.0 0.0 0.00000 0.00000 0.00000 0.00000    -896.0 732.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-896.0 208.0 0.0 0.00000 0.00000 0.00000 0.00000    -896.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 208.0 0.0 0.00000 0.00000 0.00000 0.00000    -1600.0 560.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-912.0 -144.0 0.0 0.00000 0.00000 0.00000 0.00000    -912.0 208.0 0.0 0.00000 0.00000 0.00000 0.00000    -992.0 -144.0 0.0 0.00000 0.00000 0.00000 0.00000    -992.0 208.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1180.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000    -1180.0 -592.0 0.0 0.00000 0.00000 0.00000 0.00000    -1748.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000    -1748.0 -592.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1054.0 -592.0 0.0 0.00000 0.00000 0.00000 0.00000    -1054.0 -432.0 0.0 0.00000 0.00000 0.00000 0.00000    -1458.0 -592.0 0.0 0.00000 0.00000 0.00000 0.00000    -1458.0 -432.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2880.0 -1186.0 0.0 0.00000 0.00000 0.00000 0.00000    -2880.0 -822.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -1186.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -822.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2768.0 -1168.0 0.0 0.00000 0.00000 0.00000 0.00000    -2768.0 -896.0 0.0 0.00000 0.00000 0.00000 0.00000    -2880.0 -1168.0 0.0 0.00000 0.00000 0.00000 0.00000    -2880.0 -896.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2656.0 -1106.0 0.0 0.00000 0.00000 0.00000 0.00000    -2656.0 -830.0 0.0 0.00000 0.00000 0.00000 0.00000    -2768.0 -1106.0 0.0 0.00000 0.00000 0.00000 0.00000    -2768.0 -830.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2512.0 -1024.0 0.0 0.00000 0.00000 0.00000 0.00000    -2512.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000    -2656.0 -1024.0 0.0 0.00000 0.00000 0.00000 0.00000    -2656.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2400.0 -976.0 0.0 0.00000 0.00000 0.00000 0.00000    -2400.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000    -2512.0 -976.0 0.0 0.00000 0.00000 0.00000 0.00000    -2512.0 -816.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2256.0 -1056.0 0.0 0.00000 0.00000 0.00000 0.00000    -2256.0 -864.0 0.0 0.00000 0.00000 0.00000 0.00000    -2400.0 -1056.0 0.0 0.00000 0.00000 0.00000 0.00000    -2400.0 -864.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2144.0 -1198.0 0.0 0.00000 0.00000 0.00000 0.00000    -2144.0 -950.0 0.0 0.00000 0.00000 0.00000 0.00000    -2256.0 -1198.0 0.0 0.00000 0.00000 0.00000 0.00000    -2256.0 -950.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2000.0 -1408.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 -1072.0 0.0 0.00000 0.00000 0.00000 0.00000    -2144.0 -1408.0 0.0 0.00000 0.00000 0.00000 0.00000    -2144.0 -1072.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1856.0 -1536.0 0.0 0.00000 0.00000 0.00000 0.00000    -1856.0 -1280.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 -1536.0 0.0 0.00000 0.00000 0.00000 0.00000    -2000.0 -1280.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1728.0 -1648.0 0.0 0.00000 0.00000 0.00000 0.00000    -1728.0 -1440.0 0.0 0.00000 0.00000 0.00000 0.00000    -1856.0 -1648.0 0.0 0.00000 0.00000 0.00000 0.00000    -1856.0 -1440.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1584.0 -1728.0 0.0 0.00000 0.00000 0.00000 0.00000    -1584.0 -1520.0 0.0 0.00000 0.00000 0.00000 0.00000    -1728.0 -1728.0 0.0 0.00000 0.00000 0.00000 0.00000    -1728.0 -1520.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1216.0 -2052.0 0.0 0.00000 0.00000 0.00000 0.00000    -1216.0 -1696.0 0.0 0.00000 0.00000 0.00000 0.00000    -1360.0 -2052.0 0.0 0.00000 0.00000 0.00000 0.00000    -1360.0 -1696.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1360.0 -2110.0 0.0 0.00000 0.00000 0.00000 0.00000    -1360.0 -1950.0 0.0 0.00000 0.00000 0.00000 0.00000    -1440.0 -2110.0 0.0 0.00000 0.00000 0.00000 0.00000    -1440.0 -1950.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1440.0 -2180.0 0.0 0.00000 0.00000 0.00000 0.00000    -1440.0 -2036.0 0.0 0.00000 0.00000 0.00000 0.00000    -1484.0 -2180.0 0.0 0.00000 0.00000 0.00000 0.00000    -1484.0 -2036.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1484.0 -2352.0 0.0 0.00000 0.00000 0.00000 0.00000    -1484.0 -2096.0 0.0 0.00000 0.00000 0.00000 0.00000    -1572.0 -2352.0 0.0 0.00000 0.00000 0.00000 0.00000    -1572.0 -2096.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1104.0 -2208.0 0.0 0.00000 0.00000 0.00000 0.00000    -1104.0 -1864.0 0.0 0.00000 0.00000 0.00000 0.00000    -1216.0 -2208.0 0.0 0.00000 0.00000 0.00000 0.00000    -1216.0 -1864.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1120.0 -2304.0 0.0 0.00000 0.00000 0.00000 0.00000    -1120.0 -2208.0 0.0 0.00000 0.00000 0.00000 0.00000    -1232.0 -2304.0 0.0 0.00000 0.00000 0.00000 0.00000    -1232.0 -2208.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1178.0 -2480.0 0.0 0.00000 0.00000 0.00000 0.00000    -1178.0 -2304.0 0.0 0.00000 0.00000 0.00000 0.00000    -1270.0 -2480.0 0.0 0.00000 0.00000 0.00000 0.00000    -1270.0 -2304.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1188.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    -1188.0 -2480.0 0.0 0.00000 0.00000 0.00000 0.00000    -1260.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    -1260.0 -2480.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1146.0 -2640.0 0.0 0.00000 0.00000 0.00000 0.00000    -1146.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000    -1262.0 -2640.0 0.0 0.00000 0.00000 0.00000 0.00000    -1262.0 -2560.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1080.0 -2752.0 0.0 0.00000 0.00000 0.00000 0.00000    -1080.0 -2640.0 0.0 0.00000 0.00000 0.00000 0.00000    -1216.0 -2752.0 0.0 0.00000 0.00000 0.00000 0.00000    -1216.0 -2640.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-928.0 -2896.0 0.0 0.00000 0.00000 0.00000 0.00000    -928.0 -2752.0 0.0 0.00000 0.00000 0.00000 0.00000    -1200.0 -2896.0 0.0 0.00000 0.00000 0.00000 0.00000    -1200.0 -2752.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1520.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 -2704.0 0.0 0.00000 0.00000 0.00000 0.00000    -2016.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -2016.0 -2704.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-1376.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -1376.0 -2894.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -1520.0 -2894.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2016.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -2016.0 -2772.0 0.0 0.00000 0.00000 0.00000 0.00000    -2256.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -2256.0 -2772.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2256.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -2256.0 -2704.0 0.0 0.00000 0.00000 0.00000 0.00000    -2448.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -2448.0 -2704.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2448.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -2448.0 -2704.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -3000.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2704.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2516.0 -2704.0 0.0 0.00000 0.00000 0.00000 0.00000    -2516.0 -2576.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2704.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2576.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2600.0 -2576.0 0.0 0.00000 0.00000 0.00000 0.00000    -2600.0 -2448.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2576.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2448.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2628.0 -2448.0 0.0 0.00000 0.00000 0.00000 0.00000    -2628.0 -2144.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2448.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2144.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2670.0 -2144.0 0.0 0.00000 0.00000 0.00000 0.00000    -2670.0 -2032.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2144.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2032.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2802.0 -2032.0 0.0 0.00000 0.00000 0.00000 0.00000    -2802.0 -1904.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -2032.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -1904.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2920.0 -1904.0 0.0 0.00000 0.00000 0.00000 0.00000    -2920.0 -1376.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -1904.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -1376.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-2936.0 -1376.0 0.0 0.00000 0.00000 0.00000 0.00000    -2936.0 -1186.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -1376.0 0.0 0.00000 0.00000 0.00000 0.00000    -3000.0 -1186.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-720.0 208.0 0.0 0.00000 0.00000 0.00000 0.00000    -720.0 672.0 0.0 0.00000 0.00000 0.00000 0.00000    -768.0 208.0 0.0 0.00000 0.00000 0.00000 0.00000    -768.0 672.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-656.0 256.0 0.0 0.00000 0.00000 0.00000 0.00000    -656.0 672.0 0.0 0.00000 0.00000 0.00000 0.00000    -720.0 256.0 0.0 0.00000 0.00000 0.00000 0.00000    -720.0 672.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-496.0 276.0 0.0 0.00000 0.00000 0.00000 0.00000    -496.0 576.0 0.0 0.00000 0.00000 0.00000 0.00000    -656.0 276.0 0.0 0.00000 0.00000 0.00000 0.00000    -656.0 576.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-384.0 298.0 0.0 0.00000 0.00000 0.00000 0.00000    -384.0 566.0 0.0 0.00000 0.00000 0.00000 0.00000    -496.0 298.0 0.0 0.00000 0.00000 0.00000 0.00000    -496.0 566.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-224.0 254.0 0.0 0.00000 0.00000 0.00000 0.00000    -224.0 530.0 0.0 0.00000 0.00000 0.00000 0.00000    -384.0 254.0 0.0 0.00000 0.00000 0.00000 0.00000    -384.0 530.0 0.0 0.00000 0.00000 0.00000 0.00000  1
-64.0 212.0 0.0 0.00000 0.00000 0.00000 0.00000    -64.0 528.0 0.0 0.00000 0.00000 0.00000 0.00000    -224.0 212.0 0.0 0.00000 0.00000 0.00000 0.00000    -224.0 528.0 0.0 0.00000 0.00000 0.00000 0.00000  1
64.0 140.0 0.0 0.00000 0.00000 0.00000 0.00000    64.0 544.0 0.0 0.00000 0.00000 0.00000 0.00000    -64.0 140.0 0.0 0.00000 0.00000 0.00000 0.00000    -64.0 544.0 0.0 0.00000 0.00000 0.00000 0.00000  1
304.0 140.0 0.0 0.00000 0.00000 0.00000 0.00000    304.0 544.0 0.0 0.00000 0.00000 0.00000 0.00000    64.0 140.0 0.0 0.00000 0.00000 0.00000 0.00000    64.0 544.0 0.0 0.00000 0.00000 0.00000 0.00000  1
304.0 544.0 0.0 0.00000 0.00000 0.00000 0.00000    304.0 648.0 0.0 0.00000 0.00000 0.00000 0.00000    120.0 544.0 0.0 0.00000 0.00000 0.00000 0.00000    120.0 648.0 0.0 0.00000 0.00000 0.00000 0.00000  1
384.0 164.0 0.0 0.00000 0.00000 0.00000 0.00000    384.0 608.0 0.0 0.00000 0.00000 0.00000 0.00000    304.0 164.0 0.0 0.00000 0.00000 0.00000 0.00000    304.0 608.0 0.0 0.00000 0.00000 0.00000 0.00000  1
464.0 222.0 0.0 0.00000 0.00000 0.00000 0.00000    464.0 630.0 0.0 0.00000 0.00000 0.00000 0.00000    384.0 222.0 0.0 0.00000 0.00000 0.00000 0.00000    384.0 630.0 0.0 0.00000 0.00000 0.00000 0.00000  1
544.0 304.0 0.0 0.00000 0.00000 0.00000 0.00000    544.0 656.0 0.0 0.00000 0.00000 0.00000 0.00000    464.0 304.0 0.0 0.00000 0.00000 0.00000 0.00000    464.0 656.0 0.0 0.00000 0.00000 0.00000 0.00000  1
