181
15151.1455 7368.6616 27.2725 0
15137.3164 7367.9346 27.2275 0
15116.8408 7367.9473 27.2278 0
15102.2725 7368.0137 27.2295 0
15089.9951 7367.9893 26.4465 0
15073.9268 7367.8755 24.6410 0
15058.2773 7368.1040 22.8157 0
15045.3730 7368.4717 22.0591 0
15033.5186 7371.5557 22.0667 0
15021.0586 7377.9028 22.0401 0
15011.3750 7386.9785 22.0591 0
15004.6602 7398.4746 22.0591 0
15000.9238 7411.2627 22.0434 0
14999.3086 7425.0835 21.9920 0
14997.7725 7440.1157 21.9208 0
14996.0244 7460.3604 21.7445 0
14995.5352 7475.5796 21.7021 0
14995.3916 7510.3916 21.6985 0
14995.5332 7532.0210 21.7020 0
14995.3926 7571.3174 21.6985 0
14995.3428 7592.5288 21.7015 0
14995.2715 7640.4053 21.7032 1
